Title: Investigating the physical properties of transiting hot Jupiters with the 1.5-m Kuiper Telescope
Authors: Jake D. Turner, et al. 2017
Table: Table 8. Results of the transit timing analysis
================================================================================
Byte-by-byte Description of file: datafile.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1- 10 A10    	        Planet Name 	
HAT-P-12b	  2454965.416390  0.000460    242   0.0004511820  0.0004655750 	Lee et al. 2012         
HAT-P-12b	  2454965.417480  0.000900    242   0.0015411810  0.0009028620 	Lee et al. 2012         
HAT-P-12b	  2454984.693680  0.000600    248  -0.0006080490  0.0006042850 	Lee et al. 2012         
HAT-P-12b	  2455312.426730  0.000320    350   0.0005050250  0.0003279660 	Lee et al. 2012         
HAT-P-12b	  2455630.518960  0.000490    449  -0.0000272860  0.0004952410 	Lee et al. 2012         
HAT-P-12b	  2455646.584770  0.000590    454   0.0004916880  0.0005943600 	Lee et al. 2012         
HAT-P-12b	  2455646.584860  0.000400    454   0.0005816880  0.0004064030 	Lee et al. 2012         
HAT-P-12b	  2455649.797690  0.000200    455   0.0003534830  0.0002125170 	Lee et al. 2012         
HAT-P-12b	  2455659.435630  0.000380    458  -0.0008811320  0.0003867350 	Lee et al. 2012         
HAT-P-12b	  2455665.862340  0.000310    460  -0.0002875430  0.0003182190 	Lee et al. 2012         
HAT-P-12b	  2455675.499470  0.000640    463  -0.0023321580  0.0006440210 	Lee et al. 2012         
HAT-P-12b	  2455694.780890  0.000240    469   0.0007386110  0.0002505270 	Lee et al. 2012         
HAT-P-12b	  2455704.421850  0.000380    472   0.0025239950  0.0003867350 	Lee et al. 2012         
HAT-P-12b	  2454419.195560  0.000200     72  -0.0004839420  0.0002125030 	Hartman et al. 2009     
HAT-P-12b	  2455347.769290  0.000210    361  -0.0005752320  0.0002219500 	Sada et al. 2012        
HAT-P-12b	  2455630.514670  0.000490    449  -0.0043172860  0.0004952410 	Sokov et al. 2012       
HAT-P-12b	  2455643.368740  0.000980    453  -0.0024801060  0.0009826310 	Sokov et al. 2012       
HAT-P-12b	  2455675.495460  0.000640    463  -0.0063421580  0.0006440210 	Sokov et al. 2012       
HAT-P-12b	  2455678.714620  0.000470    464  -0.0002403630  0.0004754620 	Our Paper               
HAT-P-12b	  2456041.790180  0.000370    577  -0.0002575460  0.0003769160 	Sada et al. 2016        
HAT-P-12b	  2456070.707920  0.000350    586  -0.0000413920  0.0003573030 	Sada et al. 2016        
HAT-P-12b	  2456086.773290  0.000510    591   0.0000375820  0.0005150400 	Sada et al. 2016        
HAT-P-12b	  2456462.700810  0.000500    708  -0.0002524210  0.0005051410 	Sada et al. 2016        
HAT-P-12b	  2456809.712380  0.000450    816   0.0010314220  0.0004557080 	Sada et al. 2016        
HAT-P-12b	  2454187.856470  0.000610      0   0.0006168300  0.0006142120 	Sada et al. 2016        
HAT-P-12b	  2454216.773430  0.000230      9   0.0000529830  0.0002409490 	Mallon et al. 2016      
HAT-P-12b	  2454869.024620  0.000330    212   0.0004273360  0.0003377270 	Mallon et al. 2016      
HAT-P-12b	  2454897.942970  0.000570    221   0.0012534900  0.0005745080 	Mallon et al. 2016      
HAT-P-12b	  2455630.519290  0.000110    449   0.0003027140  0.0001313900 	Mallon et al. 2016      
HAT-P-12b	  2455659.436490  0.000440    458  -0.0000211320  0.0004458290 	Mallon et al. 2016      
HAT-P-12b	  2455675.504360  0.000470    463   0.0025578420  0.0004754620 	Mallon et al. 2016      
HAT-P-12b	  2455691.566610  0.000220    468  -0.0004831840  0.0002314380 	Mallon et al. 2016      
HAT-P-12b	  2455707.632440  0.000270    473   0.0000557900  0.0002793990 	Mallon et al. 2016      
HAT-P-12b	  2455720.484430  0.000150    477  -0.0001870300  0.0001663250 	Mallon et al. 2016      
HAT-P-12b	  2455736.549990  0.000300    482   0.0000819440  0.0003084870 	Mallon et al. 2016      
HAT-P-12b	  2455964.677870  0.000590    553   0.0008293780  0.0005943610 	Mallon et al. 2016      
HAT-P-12b	  2456006.447790  0.000120    566   0.0009927110  0.0001398760 	Mallon et al. 2016      
HAT-P-12b	  2456051.429370  0.000480    580  -0.0002421610  0.0004853510 	Mallon et al. 2016      
HAT-P-12b	  2456054.642020  0.000600    581  -0.0006503660  0.0006042890 	Mallon et al. 2016      
HAT-P-12b	  2456083.559360  0.000650    590  -0.0008342130  0.0006539620 	Mallon et al. 2016      
HAT-P-12b	  2456388.801010  0.000810    685   0.0002862970  0.0008131830 	Mallon et al. 2016      
HAT-P-12b	  2456388.800640  0.000480    685  -0.0000837030  0.0004853530 	Mallon et al. 2016      
HAT-P-12b	  2456716.531650  0.000330    787  -0.0010106290  0.0003377410 	Mallon et al. 2016      
HAT-P-12b	  2456732.598270  0.000630    792   0.0003183450  0.0006340890 	Mallon et al. 2016      
HAT-P-12b	  2456732.597650  0.000110    792  -0.0003016550  0.0001314120 	Mallon et al. 2016      
HAT-P-12b	  2456732.598110  0.000280    792   0.0001583450  0.0002890830 	Mallon et al. 2016      
HAT-P-12b	  2456732.597410  0.000230    792  -0.0005416550  0.0002409750 	Mallon et al. 2016      
HAT-P-12b	  2456732.597960  0.000090    792   0.0000083450  0.0001151910 	Mallon et al. 2016      
HAT-P-12b	  2456793.648330  0.000920    811   0.0022724480  0.0009228050 	Mallon et al. 2016      
HAT-P-12b	  2456806.496420  0.000620    815  -0.0018703730  0.0006241550 	Mallon et al. 2016      
HAT-P-12b	  2456806.498150  0.000190    815  -0.0001403740  0.0002031490 	Mallon et al. 2016      
HAT-P-12b	  2456677.974820  0.000360    775  -0.0011421670  0.0003671090 	Mallon et al. 2016      
HAT-P-33b	  2455110.926720  0.000220      0  -0.0005413620  0.0002552100 	Hartman et al. 2011     
HAT-P-33b	  2454099.853100  0.000480   -291  -0.0019252480  0.0004970850 	Our Paper               
HAT-P-33b	  2454429.931170  0.000550   -196   0.0010161240  0.0005649830 	Wang et al. 2017        
HAT-P-33b	  2454551.539490  0.000580   -161   0.0027097870  0.0005942310 	Wang et al. 2017        
HAT-P-33b	  2454794.751800  0.000370    -91   0.0017671140  0.0003919440 	Wang et al. 2017        
HAT-P-33b	  2454801.699880  0.000740    -89   0.0008970380  0.0007512130 	Wang et al. 2017        
HAT-P-33b	  2455607.776060  0.000600    143  -0.0011318220  0.0006138010 	Wang et al. 2017        
HAT-P-33b	  2455614.725130  0.000360    145  -0.0010118990  0.0003825590 	Wang et al. 2017        
HAT-P-33b	  2456636.221810  0.000720    439   0.0000068730  0.0007315670 	Wang et al. 2017        
HAT-P-33b	  2456716.134650  0.000690    462  -0.0000790050  0.0007020640 	Wang et al. 2017        
HAT-P-33b	  2456716.134980  0.000650    462   0.0002509950  0.0006627920 	Wang et al. 2017        
HAT-P-33b	  2456723.083520  0.000460    464  -0.0001590820  0.0004779060 	Wang et al. 2017        
HAT-P-33b	  2456723.084170  0.000580    464   0.0004909180  0.0005943010 	Wang et al. 2017        
HAT-P-33b	  2457039.261620  0.000460    555   0.0007124430  0.0004779190 	Wang et al. 2017        
HAT-P-33b	  2457046.209810  0.000460    557  -0.0000476330  0.0004779190 	Wang et al. 2017        
HAT-P-33b	  2457053.157930  0.000470    559  -0.0008777100  0.0004875520 	Wang et al. 2017        
HAT-P-33b	  2457067.057490  0.000430    563   0.0007821370  0.0004491180 	Wang et al. 2017        
HAT-P-33b	  2457397.131830  0.000660    658  -0.0000064910  0.0006726220 	Wang et al. 2017        
HAT-P-37b	  2455616.967150  0.000870      0   0.0000496840  0.0009141240 	Bakos et al. 2012       
HAT-P-37b	  2455644.941180  0.000380     10  -0.0003352250  0.0004723660 	Bakos et al. 2012       
HAT-P-37b	  2455658.928640  0.000540     15  -0.0000826800  0.0006085500 	Bakos et al. 2012       
HAT-P-37b	  2456134.493870  0.000800    185   0.0000938590  0.0008478510 	Maciejewski et al. 2016 
HAT-P-37b	  2456204.430870  0.000780    210   0.0010565860  0.0008290170 	Maciejewski et al. 2016 
HAT-P-37b	  2456565.301560  0.000750    339   0.0017942540  0.0008009110 	Maciejewski et al. 2016 
HAT-P-37b	  2457295.431700  0.001200    600  -0.0002948810  0.0012325340 	Maciejewski et al. 2016 
HAT-P-37b	  2457205.913760  0.000540    568  -0.0001061710  0.0006088660 	Our Paper               
HAT-P-37b	  2457205.913250  0.000560    568  -0.0006161710  0.0006266720 	Our Paper               
WASP-24b	   2454945.590020  0.000200      0   0.0005764300  0.0002191550 	Street et al. 2010      
WASP-24b	   2455081.380180  0.000170     58   0.0000420850  0.0001921820 	Street et al. 2010      
WASP-24b	   2454969.004920  0.000710     10   0.0032897850  0.0007156320 	Street et al. 2010      
WASP-24b	   2454994.753220  0.000600     21  -0.0018156250  0.0006066550 	Street et al. 2010      
WASP-24b	   2455249.947040  0.000640    130  -0.0008429640  0.0006462510 	Street et al. 2010      
WASP-24b	   2455313.160530  0.000750    157  -0.0002576080  0.0007553430 	Street et al. 2010      
WASP-24b	   2455317.843380  0.000630    159   0.0001558640  0.0006363520 	Street et al. 2010      
WASP-24b	   2455331.890270  0.000570    165  -0.0002667240  0.0005770130 	Street et al. 2010      
WASP-24b	   2455149.275350  0.000150     87  -0.0001270870  0.0001747480 	Smith et al. 2012       
WASP-24b	   2455081.380180  0.000170     58   0.0000470850  0.0001921820 	Southworth et al. 2014  
WASP-24b	   2455308.478420  0.001510    155   0.0000669220  0.0015126610 	Southworth et al. 2014  
WASP-24b	   2455308.480200  0.001630    155   0.0018469220  0.0016324650 	Southworth et al. 2014  
WASP-24b	   2455322.524960  0.000740    161  -0.0007056650  0.0007454150 	Southworth et al. 2014  
WASP-24b	   2455322.524980  0.000490    161  -0.0006856650  0.0004981400 	Southworth et al. 2014  
WASP-24b	   2455364.667180  0.000240    179  -0.0004234280  0.0002562130 	Southworth et al. 2014  
WASP-24b	   2455687.756220  0.000380    317   0.0004270620  0.0003904590 	Southworth et al. 2014  
WASP-24b	   2455701.803380  0.000490    323   0.0002744740  0.0004981550 	Southworth et al. 2014  
WASP-24b	   2455741.604680  0.000520    340   0.0008554770  0.0005276930 	Southworth et al. 2014  
WASP-24b	   2456010.843510  0.000520    455  -0.0004724490  0.0005277030 	Southworth et al. 2014  
WASP-24b	   2456010.844120  0.000620    455   0.0001375510  0.0006264750 	Southworth et al. 2014  
WASP-24b	   2456408.850050  0.002570    625  -0.0011224260  0.0025715730 	Southworth et al. 2014  
WASP-24b	   2456441.630580  0.000420    639   0.0023448700  0.0004295200 	Southworth et al. 2014  
WASP-24b	   2456448.653240  0.000490    642   0.0013485770  0.0004981840 	Southworth et al. 2014  
WASP-24b	   2456010.843680  0.000170    455  -0.0002994490  0.0001922770 	Our Paper               
WASP-24b	   2456024.890980  0.000150    461  -0.0003120360  0.0001748460 	Our Paper               
WASP-2b	    2453991.515350  0.004400      0  -0.0002025980  0.0044006190 	Cameron et al. 2007     
WASP-2b	    2454305.739370  0.000190    146  -0.0004684160  0.0002038510 	Becker et al. 2013      
WASP-2b	    2454307.892750  0.000650    147   0.0006904480  0.0006541830 	Becker et al. 2013      
WASP-2b	    2454389.677210  0.000240    185   0.0007472900  0.0002511110 	Becker et al. 2013      
WASP-2b	    2454632.877950  0.000190    298   0.0004989510  0.0002038650 	Becker et al. 2013      
WASP-2b	    2454714.662330  0.000180    336   0.0004757930  0.0001945820 	Becker et al. 2013      
WASP-2b	    2454742.640860  0.000090    349   0.0001310280  0.0001164590 	Becker et al. 2013      
WASP-2b	    2454770.619720  0.000160    362   0.0001162630  0.0001762480 	Becker et al. 2013      
WASP-2b	    2455381.848340  0.000720    646  -0.0020662870  0.0007237910 	Becker et al. 2013      
WASP-2b	    2455450.721850  0.000290    678   0.0003673690  0.0002992910 	Becker et al. 2013      
WASP-2b	    2455478.701400  0.000440    691   0.0010426040  0.0004461790 	Becker et al. 2013      
WASP-2b	    2453991.515650  0.000120      0   0.0000974020  0.0001436250 	Becker et al. 2013      
WASP-2b	    2454008.732800  0.000280      8  -0.0005216840  0.0002895690 	Charbonneau et al. 2007 
WASP-2b	    2454357.393280  0.000160    170   0.0001333260  0.0001762280 	Southworth et al. 2010  
WASP-2b	    2454985.841450  0.000090    462  -0.0002673110  0.0001164770 	Southworth et al. 2010  
WASP-2b	    2455067.626280  0.000110    500   0.0001605310  0.0001325460 	Southworth et al. 2010  
WASP-2b	    2455147.257950  0.000170    537  -0.0003514920  0.0001853910 	Southworth et al. 2010  
WASP-2b	    2454260.542740  0.001000    125  -0.0004535660  0.0010027240 	Southworth et al. 2010  
WASP-2b	    2454277.758740  0.002000    133  -0.0022226520  0.0020013630 	Southworth et al. 2010  
WASP-2b	    2454279.911740  0.001000    134  -0.0014437870  0.0010027240 	Southworth et al. 2010  
WASP-2b	    2454316.499840  0.001500    151  -0.0011040950  0.0015018170 	Southworth et al. 2010  
WASP-2b	    2454320.806040  0.001000    153   0.0006536330  0.0010027240 	Southworth et al. 2010  
WASP-2b	    2454333.719340  0.002000    159   0.0006258190  0.0020013640 	Southworth et al. 2010  
WASP-2b	    2454348.776740  0.002000    166  -0.0075221310  0.0020013640 	Southworth et al. 2010  
WASP-2b	    2454357.391340  0.001000    170  -0.0018066750  0.0010027240 	Southworth et al. 2010  
WASP-2b	    2454357.392140  0.001000    170  -0.0010066740  0.0010027240 	Southworth et al. 2010  
WASP-2b	    2454710.359550  0.001000    334   0.0021390640  0.0010027270 	Southworth et al. 2010  
WASP-2b	    2454757.705930  0.000600    356  -0.0003469220  0.0006045350 	Southworth et al. 2010  
WASP-2b	    2454953.557010  0.000830    447  -0.0013902750  0.0008332860 	Southworth et al. 2010  
WASP-2b	    2454981.537830  0.000440    460   0.0005549610  0.0004461690 	Southworth et al. 2010  
WASP-2b	    2455009.517540  0.001800    473   0.0013901960  0.0018015180 	Southworth et al. 2010  
WASP-2b	    2455024.584640  0.002000    480   0.0029422460  0.0020013670 	Southworth et al. 2010  
WASP-2b	    2455026.733440  0.000600    481  -0.0004788900  0.0006045390 	Southworth et al. 2010  
WASP-2b	    2455037.490740  0.001400    486  -0.0042845690  0.0014019510 	Southworth et al. 2010  
WASP-2b	    2455037.495240  0.001000    486   0.0002154320  0.0010027300 	Southworth et al. 2010  
WASP-2b	    2455065.474240  0.000800    499   0.0003416670  0.0008034100 	Southworth et al. 2010  
WASP-2b	    2455069.780640  0.001500    501   0.0022993950  0.0015018220 	Southworth et al. 2010  
WASP-2b	    2455074.082120  0.000500    503  -0.0006628760  0.0005054390 	Southworth et al. 2010  
WASP-2b	    2455095.605740  0.000900    513   0.0007457660  0.0009030330 	Southworth et al. 2010  
WASP-2b	    2453991.515300  0.000170      0  -0.0002525980  0.0001853370 	Albrecht et al. 2011    
WASP-2b	    2454757.704920  0.000320    356  -0.0013569220  0.0003284250 	Sada et al. 2012        
WASP-2b	    2456823.838390  0.000550   1316  -0.0001762350  0.0005549760 	Our Paper               
WASP-60b 	  2455747.030250  0.002200      0  -0.0000000010  0.0031112700 	Hebrard et al. 2013     
WASP-60b 	  2456263.632970  0.001200    120   0.0000000000  0.0025164130 	Our Paper               
XO-3b	      2452997.728020  0.003800      0   0.0060253410  0.0038209390 	Johns-Krull et al. 2008 
XO-3b	      2453300.905530  0.003800     95  -0.0119333430  0.0038209430 	Johns-Krull et al. 2008 
XO-3b	      2453320.057870  0.003800    101  -0.0087798390  0.0038209430 	Johns-Krull et al. 2008 
XO-3b	      2453351.994160  0.003800    111   0.0121886680  0.0038209430 	Johns-Krull et al. 2008 
XO-3b	      2453999.860880  0.003800    314  -0.0019269420  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2453999.859900  0.003800    314  -0.0029069420  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454025.397500  0.003800    322   0.0024440640  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454028.590620  0.003800    323   0.0040228150  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454031.778370  0.003800    324   0.0002415660  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454031.780320  0.003800    324   0.0021915650  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454031.781300  0.003800    324   0.0031715650  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454047.730990  0.003800    329  -0.0047846810  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454047.738810  0.003800    329   0.0030353190  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454047.734170  0.003800    329  -0.0016046810  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454063.690970  0.003800    334  -0.0024709280  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454063.699740  0.003800    334   0.0063090720  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454066.886020  0.003800    335   0.0010578230  0.0038209510 	Johns-Krull et al. 2008 
XO-3b	      2454127.531540  0.003800    354   0.0074750860  0.0038209520 	Johns-Krull et al. 2008 
XO-3b	      2454146.678030  0.003800    360   0.0047775900  0.0038209520 	Johns-Krull et al. 2008 
XO-3b	      2454178.590140  0.003800    370   0.0015750970  0.0038209530 	Johns-Krull et al. 2008 
XO-3b	      2454449.868200  0.000670    455  -0.0005200940  0.0007801300 	Winn et al. 2008        
XO-3b	      2454360.509440  0.001730    427   0.0035948870  0.0017755550 	Winn et al. 2008        
XO-3b	      2454382.845780  0.002650    434  -0.0007838590  0.0026799620 	Winn et al. 2008        
XO-3b	      2454382.846010  0.001120    434  -0.0005538580  0.0011891580 	Winn et al. 2008        
XO-3b	      2454392.420770  0.001300    437  -0.0003876070  0.0013600360 	Winn et al. 2008        
XO-3b	      2454395.612570  0.001670    438  -0.0001188560  0.0017171480 	Winn et al. 2008        
XO-3b	      2454398.804100  0.000660    439  -0.0001201050  0.0007715560 	Winn et al. 2008        
XO-3b	      2454411.569820  0.001610    443  -0.0005251020  0.0016588550 	Winn et al. 2008        
XO-3b	      2454465.826880  0.000380    460   0.0005036590  0.0005514570 	Winn et al. 2008        
XO-3b	      2454478.593860  0.001190    464   0.0013586620  0.0012553110 	Winn et al. 2008        
XO-3b	      2454481.785330  0.000700    465   0.0012974130  0.0008060430 	Winn et al. 2008        
XO-3b	      2454507.313970  0.001180    473  -0.0023125820  0.0012458360 	Winn et al. 2008        
XO-3b	      2454513.698460  0.000900    475  -0.0008850810  0.0009847380 	Winn et al. 2008        
XO-3b	      2454494.549000  0.014000    469  -0.0011545840  0.0140057030 	Hebrard et al. 2008     
XO-3b	      2454864.766840  0.000400    585  -0.0009395040  0.0005654550 	Winn et al. 2009        
XO-3b	      2456419.043650  0.000260   1072   0.0001520830  0.0004769450 	Wong et al. 2014        
XO-3b	      2456262.656560  0.001500   1023  -0.0019017010  0.0015523730 	Our Paper               
WASP-80b	   2456125.418290  0.000070      0   0.0002553460  0.0000851330 	Triaud et al. 2013      
WASP-80b	   2456490.492510  0.000090    119  -0.0007778040  0.0001051950 	Fukui et al. 2014       
WASP-80b	   2456518.103350  0.000120    128  -0.0006680090  0.0001310990 	Fukui et al. 2014       
WASP-80b	   2456527.307580  0.000160    131  -0.0000157440  0.0001684870 	Fukui et al. 2014       
WASP-80b	   2456557.985850  0.000180    141  -0.0003381930  0.0001875900 	Fukui et al. 2014       
WASP-80b	   2456573.324680  0.000090    146  -0.0008044180  0.0001026410 	Fukui et al. 2014       
WASP-80b	   2456054.856810  0.000130    -23  -0.0004600200  0.0001448390 	Mancini et al. 2014     
WASP-80b	   2456134.620910  0.000220      3  -0.0007013890  0.0002281300 	Mancini et al. 2014     
WASP-80b	   2456180.638680  0.000170     18  -0.0008230630  0.0001731690 	Mancini et al. 2014     
WASP-80b	   2456459.814380  0.000040    109  -0.0003083550  0.0000686940 	Mancini et al. 2014     
WASP-80b	   2456459.814280  0.000100    109  -0.0004083550  0.0001095390 	Mancini et al. 2014     
WASP-80b	   2456459.814410  0.000080    109  -0.0002783550  0.0000975030 	Mancini et al. 2014     
WASP-80b	   2456459.814350  0.000100    109  -0.0003423550  0.0001157230 	Mancini et al. 2014     
WASP-80b	   2456459.814230  0.000160    109  -0.0004593550  0.0001694220 	Mancini et al. 2014     
WASP-80b	   2456487.425780  0.000020    118   0.0003544410  0.0000583940 	Triaud et al. 2015      
WASP-80b	   2456824.886580  0.000910    228  -0.0033665050  0.0009115420 	Our Paper               
WASP-103b	  2456459.599570  0.000750      0   0.0000830280  0.0008544870 	Gillon et al. 2014      
WASP-103b	  2456459.599570  0.000790      0   0.0000830280  0.0008898020 	Southworth et al. 2015  
WASP-103b	  2456767.805780  0.000170    333  -0.0003101390  0.0004437130 	Southworth et al. 2015  
WASP-103b	  2456779.838700  0.000220    346   0.0005202480  0.0004651820 	Southworth et al. 2015  
WASP-103b	  2456817.785720  0.000270    387   0.0001806990  0.0004908520 	Southworth et al. 2015  
WASP-103b	  2456831.668430  0.000390    402  -0.0002896240  0.0005658190 	Southworth et al. 2015  
WASP-103b	  2456832.594010  0.000240    403  -0.0002549780  0.0004750280 	Southworth et al. 2015  
WASP-103b	  2456844.626410  0.000190    416   0.0000554080  0.0004518460 	Southworth et al. 2015  
WASP-103b	  2456844.626420  0.000340    416   0.0000654080  0.0005326020 	Southworth et al. 2015  
WASP-103b	  2456844.626330  0.000190    416  -0.0000245920  0.0004518460 	Southworth et al. 2015  
WASP-103b	  2456844.626470  0.000230    416   0.0001154080  0.0004700690 	Southworth et al. 2015  
WASP-103b	  2456844.626780  0.000300    416   0.0004254080  0.0005080010 	Southworth et al. 2015  
WASP-103b	  2456856.658380  0.000180    429  -0.0000642050  0.0004477480 	Southworth et al. 2015  
WASP-103b	  2456857.583830  0.000140    430  -0.0001595600  0.0004332190 	Southworth et al. 2015  
WASP-103b	  2456857.583900  0.000220    430  -0.0000895600  0.0004652730 	Southworth et al. 2015  
WASP-103b	  2456857.583980  0.000170    430  -0.0000095600  0.0004438230 	Southworth et al. 2015  
WASP-103b	  2456857.584000  0.000250    430   0.0000104400  0.0004801860 	Southworth et al. 2015  
WASP-103b	  2456857.584210  0.000250    430   0.0002204400  0.0004801860 	Southworth et al. 2015  
WASP-103b	  2456882.574730  0.000500    457   0.0010158590  0.0006466110 	Southworth et al. 2015  
WASP-103b	  2457177.822170  0.001500    776  -0.0005123400  0.0015551290 	Our Paper               
